year,month,day ,GHI,hour,temp,dew_point,feels_like,pressure,humidity,wind_speed,wind_deg,clouds_all,weather_description,,
2019,1,1,-7.4567,0,277.38,275.57,276.45,1031,88,1.34,257,27,3,Clouds,scattered clouds
2019,1,1,-6.5033,1,276.09,274.61,276.09,1031,90,1.21,353,12,6,Rain,light rain
2019,1,1,-4.06,2,275.17,273.86,275.17,1031,91,0.45,30,17,2,Clouds,few clouds
2019,1,1,-2.755,3,274.62,273.61,274.62,1031,93,0.45,59,28,3,Clouds,scattered clouds
2019,1,1,-1.4333,4,274.19,273.19,274.19,1031,93,0.89,348,51,10,Snow,light snow
2019,1,1,-1.5617,5,274.02,273.17,274.02,1030,94,0.66,51,34,3,Clouds,scattered clouds
2019,1,1,-2.005,6,273.99,273.14,273.99,1030,94,0.89,50,87,5,Clouds,overcast clouds
2019,1,1,-1.92,7,273.64,272.83,272.22,1030,94,1.34,102,100,5,Clouds,overcast clouds
2019,1,1,-0.45,8,273.51,272.85,273.51,1030,95,0.45,350,100,10,Snow,light snow
2019,1,1,0.0267,9,273.66,272.98,273.66,1030,95,0.82,135,86,5,Clouds,overcast clouds
2019,1,1,-0.0733,10,274.04,273.33,274.04,1031,95,0.45,350,98,5,Clouds,overcast clouds
2019,1,1,0.1817,11,274.22,273.51,274.22,1030,95,0.45,67,95,5,Clouds,overcast clouds
2019,1,1,-0.2683,12,274.47,273.76,274.47,1030,95,0.89,57,82,4,Clouds,broken clouds
2019,1,1,-0.8583,13,274.61,273.9,274.61,1030,95,0.45,44,68,4,Clouds,broken clouds
2019,1,1,-0.43,14,274.61,273.9,274.61,1029,95,0.45,350,78,4,Clouds,broken clouds
2019,1,1,-1.5917,15,274.59,273.88,274.59,1029,95,0.57,167,97,5,Clouds,overcast clouds
2019,1,1,17.96,16,274.48,273.77,274.48,1029,95,0.45,350,99,10,Snow,light snow
2019,1,1,62.5233,17,275.03,274.32,273.79,1030,95,1.34,43,99,5,Clouds,overcast clouds
2019,1,1,135.5517,18,275.61,274.89,275.61,1031,95,0.89,77,94,5,Clouds,overcast clouds
2019,1,1,220.8583,19,276.46,275.59,276.46,1030,94,0.45,67,71,4,Clouds,broken clouds
2019,1,1,254.355,20,277.88,275.9,277.88,1029,87,0.45,83,98,5,Clouds,overcast clouds
2019,1,1,151.145,21,279.11,275.75,279.11,1028,79,0.45,59,99,5,Clouds,overcast clouds
2019,1,1,92.1833,22,279.15,275.79,279.15,1028,79,0.89,101,97,6,Rain,light rain
2019,1,1,43.4667,23,279,275.64,279,1028,79,0.45,266,97,5,Clouds,overcast clouds
2019,1,2,-2.0967,0,278.52,275.87,278.52,1028,83,0.45,322,99,5,Clouds,overcast clouds
2019,1,2,-5.1217,1,277.28,275.31,277.28,1027,87,0.45,267,100,5,Clouds,overcast clouds
2019,1,2,-2.0117,2,276.47,274.99,276.47,1027,90,0.54,351,98,5,Clouds,overcast clouds
2019,1,2,-2.98,3,276.21,274.89,276.21,1027,91,0.09,295,82,6,Rain,light rain
2019,1,2,-4.3617,4,275.71,274.39,275.71,1027,91,0.45,267,53,4,Clouds,broken clouds
2019,1,2,-2.9667,5,275.07,274.06,273.83,1026,93,1.34,55,54,4,Clouds,broken clouds
2019,1,2,-1.6683,6,274.68,273.82,274.68,1025,94,0.89,61,67,4,Clouds,broken clouds
2019,1,2,-1.7317,7,274.01,273.16,274.01,1025,94,0.45,336,68,10,Snow,light snow
2019,1,2,-1.1433,8,273.88,273.17,273.88,1025,95,0.93,154,74,4,Clouds,broken clouds
2019,1,2,-2.2383,9,273.96,273.25,273.96,1025,95,0.89,55,99,5,Clouds,overcast clouds
2019,1,2,-1.9417,10,273.96,273.25,273.96,1025,95,0.45,111,100,5,Clouds,overcast clouds
2019,1,2,0.6233,11,273.49,272.83,271.36,1024,95,1.79,101,100,5,Clouds,overcast clouds
2019,1,2,1.3467,12,274.01,273.3,274.01,1023,95,0.89,80,100,5,Clouds,overcast clouds
2019,1,2,0.365,13,274.37,273.66,271.84,1022,95,2.24,145,100,5,Clouds,overcast clouds
2019,1,2,0.0183,14,274.8,274.09,274.8,1022,95,0.45,123,100,10,Snow,light snow
2019,1,2,-0.2267,15,275.08,274.22,275.08,1022,94,0.45,172,98,5,Clouds,overcast clouds
2019,1,2,21.73,16,275.34,274.48,275.34,1022,94,0.45,171,99,10,Snow,light snow
2019,1,2,86.37,17,275.69,274.67,275.69,1021,93,0.45,195,97,5,Clouds,overcast clouds
2019,1,2,104.4117,18,276.69,275.36,276.69,1021,91,0.89,130,100,5,Clouds,overcast clouds
2019,1,2,101.5267,19,277.8,275.83,276.92,1020,87,1.34,193,100,6,Rain,light rain
2019,1,2,65.49,20,278.98,275.62,277.26,1019,79,2.24,188,98,6,Rain,light rain
2019,1,2,44.96,21,279.37,275.27,279.37,1019,75,0.89,166,100,5,Clouds,overcast clouds
2019,1,2,40.54,22,279.59,275.3,278.41,1018,74,1.79,197,100,5,Clouds,overcast clouds
2019,1,2,10.3267,23,279.66,275.18,277.7,1017,73,2.68,159,100,5,Clouds,overcast clouds
2019,1,3,1.5383,0,279.91,275.03,278.78,1017,71,1.79,163,100,5,Clouds,overcast clouds
2019,1,3,0.1883,1,280.22,275.33,279.66,1017,71,1.34,182,100,5,Clouds,overcast clouds
2019,1,3,0.8683,2,280.56,275.65,280.04,1017,71,1.34,154,100,6,Rain,light rain
2019,1,3,0.4383,3,281.05,275.72,280.09,1017,69,1.79,187,100,5,Clouds,overcast clouds
2019,1,3,-0.0733,4,281.4,276.26,280.5,1016,70,1.79,170,100,5,Clouds,overcast clouds
2019,1,3,-0.29,5,281.29,276.94,279.64,1016,74,2.68,190,100,6,Rain,light rain
2019,1,3,-2.27,6,281.18,277.94,279.84,1015,80,2.24,182,100,5,Clouds,overcast clouds
2019,1,3,-2.5767,7,280.49,278.14,279.96,1014,85,1.34,191,100,5,Clouds,overcast clouds
2019,1,3,-1.4467,8,279.51,278.15,278.85,1014,91,1.34,228,100,6,Rain,light rain
2019,1,3,-0.3833,9,279.11,278.07,279.11,1013,93,0.45,251,100,6,Rain,light rain
2019,1,3,-0.315,10,279.09,278.2,279.09,1013,94,0.89,215,100,6,Rain,light rain
2019,1,3,0.335,11,279.04,278.15,278.32,1013,94,1.34,264,100,6,Rain,light rain
2019,1,3,0.37,12,279.21,278.47,277.97,1012,95,1.79,196,100,6,Rain,light rain
2019,1,3,0.4067,13,279.5,278.76,279.5,1011,95,0.45,195,100,7,Rain,moderate rain
2019,1,3,0.6183,14,279.94,279.2,279.94,1011,95,0.45,91,100,6,Rain,light rain
2019,1,3,0.6467,15,280.25,279.5,280.25,1010,95,0.45,210,100,7,Rain,moderate rain
2019,1,3,12.765,16,280.86,280.26,280.86,1010,96,0.45,175,100,7,Rain,moderate rain
2019,1,3,26.225,17,281.52,280.92,280.64,1010,96,1.79,208,100,6,Rain,light rain
2019,1,3,40.1517,18,282.16,281.56,280.99,1010,96,2.24,201,100,6,Rain,light rain
2019,1,3,83.5333,19,282.98,282.22,282.78,1010,95,1.34,199,100,6,Rain,light rain
2019,1,3,38.5,20,283.75,282.51,283.27,1009,92,1.79,172,100,6,Rain,light rain
2019,1,3,24.92,21,283.96,282.55,283.47,1008,91,0.45,152,100,6,Rain,light rain
2019,1,3,19.8383,22,283.87,282.62,283.4,1008,92,1.79,191,100,6,Rain,light rain
2019,1,3,8.795,23,283.58,282.66,283.13,1008,94,0.89,210,100,7,Rain,moderate rain
2019,1,4,0.6367,0,283.5,282.58,283.05,1007,94,0.45,169,100,7,Rain,moderate rain
2019,1,4,-0.2433,1,283.42,282.5,282.96,1006,94,1.79,181,100,7,Rain,moderate rain
2019,1,4,-0.2233,2,283.49,282.41,283.01,1005,93,2.68,196,100,6,Rain,light rain
2019,1,4,0.7033,3,284.08,282.17,283.53,1005,88,3.13,197,100,6,Rain,light rain
2019,1,4,4.1317,4,284.72,281.76,284.07,1004,82,4.92,177,100,8,Rain,heavy intensity rain
2019,1,4,4.2733,5,285.58,280.68,284.76,1003,72,2.68,166,100,6,Rain,light rain
2019,1,4,-1.4433,6,285.36,280.67,284.54,1003,73,3.13,184,100,6,Rain,light rain
2019,1,4,-0.655,7,283.53,281.46,282.9,1003,87,2.24,195,100,7,Rain,moderate rain
2019,1,4,0.0167,8,282.36,280.97,280.64,1005,91,3.13,208,100,7,Rain,moderate rain
2019,1,4,0.53,9,282.39,280.84,280.21,1005,90,4.02,175,100,6,Rain,light rain
2019,1,4,0.0183,10,282.41,280.86,280.45,1006,90,3.58,174,91,6,Rain,light rain
2019,1,4,-0.0867,11,282.51,280.46,280.57,1006,87,3.58,192,88,6,Rain,light rain
2019,1,4,-0.345,12,282.12,280.41,279.67,1006,89,4.47,179,64,6,Rain,light rain
2019,1,4,-0.1483,13,281.67,280.29,280.09,1006,91,2.68,188,72,6,Rain,light rain
2019,1,4,0.4283,14,282.03,280.32,280.24,1007,89,3.13,195,74,6,Rain,light rain
2019,1,4,-0.2633,15,282.11,280.23,279.66,1007,88,4.47,191,73,6,Rain,light rain
2019,1,4,24.5183,16,281.98,279.77,279.7,1007,86,4.02,187,77,6,Rain,light rain
2019,1,4,126.5133,17,282.49,280.27,280.55,1008,86,3.58,190,64,6,Rain,light rain
2019,1,4,217.4833,18,283.39,280.46,282.61,1009,82,3.58,206,62,4,Clouds,broken clouds
2019,1,4,237.745,19,283.81,280.51,283.02,1009,80,4.02,189,66,7,Rain,moderate rain
2019,1,4,255.7567,20,283.98,280.49,283.18,1008,79,6.71,192,47,3,Clouds,scattered clouds
2019,1,4,97.6083,21,283.55,279.88,282.68,1009,78,2.68,206,84,6,Rain,light rain
2019,1,4,72.5417,22,283.53,280.23,282.71,1009,80,4.47,198,91,6,Rain,light rain
2019,1,4,22.1817,23,283.54,280.24,282.72,1009,80,2.24,177,85,5,Clouds,overcast clouds
2019,1,5,2.8733,0,282.91,280.51,282.91,1009,85,0.89,182,79,4,Clouds,broken clouds
2019,1,5,-0.5017,1,282.5,280.28,282.24,1009,86,1.34,160,96,6,Rain,light rain
2019,1,5,-1.2917,2,282.32,280.27,281.18,1009,87,2.24,132,100,6,Rain,light rain
2019,1,5,-2.1033,3,282.1,280.22,281.31,1010,88,1.79,217,100,6,Rain,light rain
2019,1,5,-2.1983,4,281.56,280.02,281.56,1009,90,0.45,48,100,6,Rain,light rain
2019,1,5,-1.83,5,281.15,279.77,281.15,1009,91,0.45,182,100,5,Clouds,overcast clouds
2019,1,5,-0.5883,6,280.63,279.42,280.63,1008,92,0.89,64,100,6,Rain,light rain
2019,1,5,-0.5883,7,280.52,279.15,280.52,1007,91,0.89,28,100,5,Clouds,overcast clouds
2019,1,5,-0.55,8,280.31,279.1,280.31,1006,92,0.89,12,100,5,Clouds,overcast clouds
2019,1,5,-1.6,9,280.28,279.07,280.28,1006,92,0.89,17,100,5,Clouds,overcast clouds
2019,1,5,-1.5033,10,279.8,278.59,279.8,1005,92,0.45,28,99,5,Clouds,overcast clouds
2019,1,5,-1.3767,11,279.47,278.42,278.27,1004,93,1.79,51,100,6,Rain,light rain
2019,1,5,-1.435,12,279.23,278.18,279.23,1004,93,0.89,17,97,6,Rain,light rain
2019,1,5,-1.0933,13,278.75,277.86,278.75,1002,94,0.89,17,100,6,Rain,light rain
2019,1,5,-1.435,14,278.64,277.6,277.19,1001,93,1.9,93,100,5,Clouds,overcast clouds
2019,1,5,-1.1417,15,278.43,277.54,278.43,1001,94,0.45,15,100,5,Clouds,overcast clouds
2019,1,5,16.2933,16,278.17,277.13,278.17,1000,93,0.45,15,100,5,Clouds,overcast clouds
2019,1,5,69.995,17,278.73,277.53,278.73,999,92,0.45,15,100,6,Rain,light rain
2019,1,5,107.16,18,280.01,278.49,280.01,998,90,0.45,14,100,5,Clouds,overcast clouds
2019,1,5,92.8733,19,281.71,279.16,281.71,997,84,0.45,15,100,6,Rain,light rain
2019,1,5,147.7967,20,282.77,279.85,282.77,996,82,0.45,321,98,5,Clouds,overcast clouds
2019,1,5,108.85,21,283.37,280.26,282.56,995,81,0.45,274,99,5,Clouds,overcast clouds
2019,1,5,72.1167,22,283.51,280.21,282.69,994,80,0.45,228,100,6,Rain,light rain
2019,1,5,18.7117,23,282.95,280.2,282.75,993,83,1.34,236,97,5,Clouds,overcast clouds
2019,1,6,-0.975,0,282.44,279.88,282.44,993,84,0.45,259,100,5,Clouds,overcast clouds
2019,1,6,-1.915,1,282.09,279.88,282.09,992,86,0.45,155,100,6,Rain,light rain
2019,1,6,-3.01,2,281.28,279.74,280.86,990,90,1.34,82,98,6,Rain,light rain
2019,1,6,-0.9217,3,280.75,278.56,279.75,989,86,1.79,76,99,6,Rain,light rain
2019,1,6,-0.405,4,281.08,278.37,281.08,988,83,0.45,203,100,6,Rain,light rain
2019,1,6,-0.865,5,280.89,278.87,280.89,988,87,0.45,337,100,6,Rain,light rain
2019,1,6,-0.5233,6,280.57,279.04,280.57,987,90,0.89,354,100,6,Rain,light rain
2019,1,6,0.14,7,280.73,279.2,280.73,987,90,0.45,171,99,6,Rain,light rain
2019,1,6,-0.4,8,280.62,279.25,280.62,986,91,0.45,277,100,6,Rain,light rain
2019,1,6,0.2067,9,280.42,279.21,280.42,986,92,0.45,238,100,7,Rain,moderate rain
2019,1,6,0.1517,10,281.4,279.37,277.79,987,87,7.15,195,99,7,Rain,moderate rain
2019,1,6,0.6767,11,279.24,277.57,275.5,990,89,5.81,204,100,6,Rain,light rain
2019,1,6,0.53,12,279.35,277.02,275.01,993,85,7.6,193,99,6,Rain,light rain
2019,1,6,0.765,13,278.78,276.79,275.77,995,87,4.02,193,90,6,Rain,light rain
2019,1,6,-0.535,14,279.1,277.1,277.03,997,87,2.68,202,73,4,Clouds,broken clouds
2019,1,6,0.6033,15,279.1,277.27,276.42,997,88,3.58,186,79,6,Rain,light rain
2019,1,6,31.905,16,279.16,277.16,277.47,998,87,2.24,201,89,5,Clouds,overcast clouds
2019,1,6,88.9633,17,279.31,277.31,277.65,1000,87,2.24,189,91,5,Clouds,overcast clouds
2019,1,6,114.8033,18,279.35,276.85,277.33,1000,84,2.68,187,94,5,Clouds,overcast clouds
2019,1,6,220.5433,19,280.11,277.25,279.01,1001,82,1.79,190,96,5,Clouds,overcast clouds
2019,1,6,204.5633,20,281.34,277.37,279.7,1000,76,2.68,161,96,6,Rain,light rain
2019,1,6,67.86,21,281.16,277.19,280.22,1000,76,1.79,208,88,5,Clouds,overcast clouds
2019,1,6,46.2183,22,280.37,277.51,280.37,1000,82,0.89,204,89,6,Rain,light rain
2019,1,6,32.9267,23,280.14,277.28,279.04,1000,82,1.79,224,96,6,Rain,light rain
2019,1,7,-0.025,0,279.72,277.04,279.72,1000,83,0.45,153,99,6,Rain,light rain
2019,1,7,-2.18,1,278.99,277,277.71,1000,87,1.79,245,94,6,Rain,light rain
2019,1,7,-1.8733,2,278.26,276.76,278.26,1000,90,0.45,239,96,7,Rain,moderate rain
2019,1,7,-0.9717,3,277.61,276.27,277.61,1000,91,0.45,207,99,7,Rain,moderate rain
2019,1,7,-0.7867,4,277.21,276.03,277.21,1001,92,0.89,173,99,7,Rain,moderate rain
2019,1,7,-0.91,5,276.41,275.39,274.24,1002,93,2.24,190,100,7,Rain,moderate rain
2019,1,7,-0.3183,6,276.24,275.37,276.24,1002,94,0.45,214,100,6,Rain,light rain
2019,1,7,-0.1267,7,276.32,275.45,276.32,1003,94,0.89,180,99,6,Rain,light rain
2019,1,7,-0.305,8,276.53,275.66,275.48,1004,94,1.34,166,95,6,Rain,light rain
2019,1,7,0.325,9,276.71,275.69,276.71,1005,93,0.89,168,96,5,Clouds,overcast clouds
2019,1,7,0.0783,10,277,275.97,275.42,1007,93,1.79,195,75,6,Rain,light rain
2019,1,7,-0.1933,11,277.16,275.98,276.2,1008,92,1.34,166,86,6,Rain,light rain
2019,1,7,-0.4367,12,277.3,276.12,276.36,1008,92,1.34,208,77,6,Rain,light rain
2019,1,7,-1.6983,13,277.13,275.8,277.13,1010,91,0.45,210,66,6,Rain,light rain
2019,1,7,-0.2083,14,276.87,275.54,276.87,1012,91,0.45,223,52,6,Rain,light rain
2019,1,7,0.9917,15,276.77,275.59,276.77,1013,92,0.45,151,38,3,Clouds,scattered clouds
2019,1,7,9.9017,16,277.02,275.84,275.44,1014,92,1.79,115,39,3,Clouds,scattered clouds
2019,1,7,41.1333,17,277.4,276.06,277.4,1016,91,0.89,168,24,2,Clouds,few clouds
2019,1,7,83.6367,18,277.78,276.13,276.9,1017,89,1.34,158,35,3,Clouds,scattered clouds
2019,1,7,98.1217,19,278.11,276.13,278.11,1018,87,0.89,203,21,6,Rain,light rain
2019,1,7,124.8133,20,278.56,276.24,277.78,1018,85,1.34,223,31,3,Clouds,scattered clouds
2019,1,7,157.7283,21,279.12,276.29,279.12,1019,82,0.89,206,45,6,Rain,light rain
2019,1,7,84.8183,22,279.67,276.3,279.67,1020,79,0.45,196,44,6,Rain,light rain
2019,1,7,31.1817,23,279.79,276.41,279.79,1021,79,0.45,203,31,6,Rain,light rain
2019,1,8,-0.5933,0,278.94,276.11,278.94,1021,82,0.45,80,23,2,Clouds,few clouds
2019,1,8,-3.95,1,277.56,275.59,277.56,1022,87,0.45,80,56,6,Rain,light rain
2019,1,8,-2.3217,2,276.45,275.12,276.45,1022,91,0.89,42,61,4,Clouds,broken clouds
2019,1,8,-1.5317,3,275.98,274.81,274.86,1022,92,1.34,58,96,5,Clouds,overcast clouds
2019,1,8,-1.355,4,275.81,274.79,274.04,1023,93,1.79,54,100,7,Rain,moderate rain
2019,1,8,-1.545,5,275.56,274.4,273.75,1022,92,1.79,65,100,6,Rain,light rain
2019,1,8,-2.53,6,275.2,274.04,272.39,1022,92,2.68,19,100,5,Clouds,overcast clouds
2019,1,8,-2.4017,7,274.72,273.56,274.72,1021,92,0.89,9,100,5,Clouds,overcast clouds
2019,1,8,-0.1317,8,274.3,273.02,274.3,1020,91,0.89,359,99,5,Clouds,overcast clouds
2019,1,8,0.2683,9,274.64,272.91,272.16,1020,88,2.24,6,100,10,Snow,light snow
2019,1,8,-0.5467,10,274.93,272.88,272.5,1020,86,2.24,6,100,5,Clouds,overcast clouds
2019,1,8,-0.6867,11,274.8,272.48,272.35,1019,84,2.24,2,98,5,Clouds,overcast clouds
2019,1,8,1.0633,12,274.64,272.2,272.16,1018,83,2.24,20,99,5,Clouds,overcast clouds
2019,1,8,0.92,13,275.93,272.56,274.18,1017,78,1.79,62,98,5,Clouds,overcast clouds
2019,1,8,2.29,14,276.21,272.64,273.59,1016,77,2.68,23,100,5,Clouds,overcast clouds
2019,1,8,2.4933,15,276.99,272.99,276.99,1016,75,0.89,51,100,6,Rain,light rain
2019,1,8,6.4917,16,277.59,273.74,277.59,1016,76,0.89,285,100,6,Rain,light rain
2019,1,8,27.9017,17,278.27,275.45,274.67,1016,82,4.92,80,100,6,Rain,light rain
2019,1,8,74.4017,18,278.35,275.36,276.52,1015,81,2.24,66,100,6,Rain,light rain
2019,1,8,109.4733,19,279.89,275.4,277.97,1014,73,2.68,103,100,6,Rain,light rain
2019,1,8,65.0017,20,280.48,276.16,279.95,1013,74,1.34,92,100,6,Rain,light rain
2019,1,8,52.5067,21,279.78,277.1,278.63,1012,83,1.79,116,100,6,Rain,light rain
2019,1,8,27.15,22,279.56,277.39,277.94,1011,86,2.24,72,100,6,Rain,light rain
2019,1,8,18.3733,23,279.89,277.55,279.89,1010,85,0.45,64,100,6,Rain,light rain
2019,1,9,1.175,0,279.99,277.98,279.99,1009,87,0.45,66,100,6,Rain,light rain
2019,1,9,-0.55,1,279.45,278.09,279.45,1009,91,0.45,343,100,6,Rain,light rain
2019,1,9,-0.4433,2,279.29,278.09,279.29,1009,92,0.45,343,100,6,Rain,light rain
2019,1,9,-0.0883,3,279.28,278.08,278.59,1008,92,1.34,13,100,6,Rain,light rain
2019,1,9,-0.4033,4,279.31,278.11,279.31,1008,92,0.45,257,100,6,Rain,light rain
2019,1,9,-0.4367,5,279.11,278.07,279.11,1008,93,0.45,76,99,6,Rain,light rain
2019,1,9,-0.4,6,279.16,278.12,278.46,1007,93,1.34,359,99,6,Rain,light rain
2019,1,9,0.23,7,279.45,278.09,278.79,1006,91,1.34,40,99,5,Clouds,overcast clouds
2019,1,9,-0.335,8,279.66,278.14,279.66,1005,90,0.45,295,99,6,Rain,light rain
2019,1,9,-0.6017,9,279.52,278.32,279.52,1005,92,0.45,273,100,6,Rain,light rain
2019,1,9,-0.39,10,279.36,278.47,279.36,1005,94,0.45,60,100,6,Rain,light rain
2019,1,9,0.0633,11,279.6,278.71,279.6,1005,94,0.45,259,100,6,Rain,light rain
2019,1,9,0.2167,12,279.57,278.68,279.57,1004,94,0.89,16,100,6,Rain,light rain
2019,1,9,-0.1467,13,279.93,278.88,279.93,1004,93,0.45,86,100,6,Rain,light rain
2019,1,9,-0.6033,14,279.89,278.99,279.89,1004,94,0.45,55,98,6,Rain,light rain
2019,1,9,0.305,15,279.79,279.05,279.79,1005,95,0.89,68,100,6,Rain,light rain
2019,1,9,12.25,16,279.94,279.2,279.94,1005,95,0.45,105,94,6,Rain,light rain
2019,1,9,37.005,17,280.15,279.41,280.15,1005,95,0.45,58,98,6,Rain,light rain
2019,1,9,70.4467,18,280.65,279.75,280.65,1005,94,0.45,100,98,6,Rain,light rain
2019,1,9,62.3117,19,281.25,280.03,281.25,1004,92,0.45,100,100,6,Rain,light rain
2019,1,9,36.165,20,281.76,280.38,281.76,1004,91,0.89,41,100,6,Rain,light rain
2019,1,9,39.0617,21,281.59,280.37,281.59,1004,92,0.45,103,100,6,Rain,light rain
2019,1,9,25.0733,22,281.97,280.74,281.64,1004,92,1.34,104,100,6,Rain,light rain
2019,1,9,12.56,23,281.81,280.58,281.81,1004,92,0.89,109,99,6,Rain,light rain
2019,1,10,1.82,0,281.72,280.5,281.72,1004,92,0.45,81,98,6,Rain,light rain
2019,1,10,-0.0383,1,281.88,280.65,281.88,1005,92,0.89,141,100,6,Rain,light rain
2019,1,10,0.0433,2,282.04,280.81,281.24,1006,92,1.79,155,100,6,Rain,light rain
2019,1,10,-0.4783,3,282.1,280.71,282.1,1006,91,0.89,123,92,6,Rain,light rain
2019,1,10,0.5317,4,282.15,280.6,282.15,1007,90,0.89,182,71,6,Rain,light rain
2019,1,10,-0.405,5,282.89,280.83,282.68,1007,87,1.34,173,74,6,Rain,light rain
2019,1,10,0.41,6,283.21,281.48,282.6,1009,89,1.79,172,95,6,Rain,light rain
2019,1,10,-0.2933,7,283.2,281.8,282.64,1010,91,1.79,191,99,6,Rain,light rain
2019,1,10,-0.6033,8,283.06,281.66,282.87,1011,91,1.34,166,97,6,Rain,light rain
2019,1,10,-0.4817,9,282.97,281.73,282.31,1012,92,1.79,174,85,6,Rain,light rain
2019,1,10,-0.4483,10,282.58,281.66,282.58,1013,94,0.89,168,71,6,Rain,light rain
2019,1,10,-0.4933,11,282.18,281.27,281.02,1014,94,2.24,164,74,6,Rain,light rain
2019,1,10,-0.4617,12,281.94,281.03,281.6,1014,94,1.34,195,90,6,Rain,light rain
2019,1,10,-0.3017,13,282.03,281.12,281.23,1015,94,1.79,172,89,6,Rain,light rain
2019,1,10,0.0567,14,282.31,281.4,282.02,1015,94,1.34,214,96,6,Rain,light rain
2019,1,10,-0.3967,15,282.37,281.46,282.37,1016,94,0.89,200,95,6,Rain,light rain
2019,1,10,11.5733,16,282.13,281.22,282.13,1016,94,0.45,154,83,4,Clouds,broken clouds
2019,1,10,44.635,17,282.21,281.3,282.21,1017,94,0.45,163,77,4,Clouds,broken clouds
2019,1,10,102.0367,18,282.59,281.67,282.59,1018,94,0.89,173,85,6,Rain,light rain
2019,1,10,161.5117,19,282.87,281.79,282.2,1018,93,1.79,169,100,6,Rain,light rain
2019,1,10,111.295,20,283.31,282.07,282.78,1018,92,1.79,84,100,6,Rain,light rain
2019,1,10,142.1917,21,283.87,282.3,283.35,1018,90,1.34,177,100,5,Clouds,overcast clouds
2019,1,10,76.5217,22,284.22,282.64,283.73,1018,90,1.34,116,100,6,Rain,light rain
2019,1,10,50.0533,23,284.1,282.53,283.6,1018,90,1.34,103,100,6,Rain,light rain
2019,1,11,4.6617,0,283.78,282.37,283.27,1018,91,0.89,55,100,5,Clouds,overcast clouds
2019,1,11,-2.1767,1,283.44,282.2,282.93,1017,92,0.45,34,100,6,Rain,light rain
2019,1,11,-2.595,2,282.85,281.61,282.85,1017,92,0.45,46,100,5,Clouds,overcast clouds
2019,1,11,-0.245,3,282.2,280.97,282.2,1017,92,0.89,21,100,5,Clouds,overcast clouds
2019,1,11,-1.03,4,281.98,280.59,281.98,1017,91,0.45,17,100,5,Clouds,overcast clouds
2019,1,11,-3.56,5,281.74,280.19,281.74,1017,90,0.45,224,39,3,Clouds,scattered clouds
2019,1,11,-2.01,6,280.65,279.28,280.65,1017,91,0.89,17,49,6,Rain,light rain
2019,1,11,-1.7433,7,280.2,278.83,280.2,1017,91,0.45,250,81,4,Clouds,broken clouds
2019,1,11,-0.6233,8,279.78,278.57,279.78,1016,92,0.89,343,93,5,Clouds,overcast clouds
2019,1,11,-0.3283,9,280.23,278.7,280.23,1016,90,0.45,343,94,5,Clouds,overcast clouds
2019,1,11,-1.2883,10,280.18,278.65,280.18,1016,90,0.89,348,99,5,Clouds,overcast clouds
2019,1,11,-0.9067,11,279.71,278.19,279.71,1016,90,0.89,348,99,5,Clouds,overcast clouds
2019,1,11,-0.54,12,279.34,277.98,279.34,1015,91,0.89,348,99,5,Clouds,overcast clouds
2019,1,11,-0.34,13,279.31,277.95,279.31,1014,91,0.45,298,99,5,Clouds,overcast clouds
2019,1,11,-0.41,14,279.53,278.17,279.53,1014,91,0.45,347,97,5,Clouds,overcast clouds
2019,1,11,0.5417,15,279.69,278.17,279.06,1014,90,1.34,59,100,5,Clouds,overcast clouds
2019,1,11,24.7567,16,280.04,278.52,280.04,1014,90,0.89,13,99,5,Clouds,overcast clouds
2019,1,11,83.1933,17,280.43,278.58,280.43,1015,88,0.89,328,100,6,Rain,light rain
2019,1,11,139.0983,18,281.67,279.63,281.67,1015,87,0.89,5,100,5,Clouds,overcast clouds
2019,1,11,243.915,19,283.45,280.34,282.65,1014,81,1.79,20,99,5,Clouds,overcast clouds
2019,1,11,167.5117,20,285.32,280.63,284.5,1013,73,0.89,4,97,5,Clouds,overcast clouds
2019,1,11,144.3133,21,286.21,280.66,285.37,1012,69,1.34,8,83,4,Clouds,broken clouds
2019,1,11,140.8767,22,286.55,280.34,285.67,1012,66,0.89,357,94,5,Clouds,overcast clouds
2019,1,11,46.4383,23,286.64,280.64,285.79,1012,67,1.79,271,99,5,Clouds,overcast clouds
2019,1,12,-0.235,0,284.96,280.28,284.1,1012,73,0.89,270,100,5,Clouds,overcast clouds
2019,1,12,-2.21,1,283.62,279.58,282.71,1012,76,1.34,28,100,5,Clouds,overcast clouds
2019,1,12,-0.2533,2,284.02,278.56,282.96,1012,69,1.34,31,99,5,Clouds,overcast clouds
2019,1,12,-3.03,3,283.67,278.23,282.58,1012,69,0.45,215,99,5,Clouds,overcast clouds
2019,1,12,-4.37,4,282.23,278.04,282.23,1012,75,0.89,59,99,5,Clouds,overcast clouds
2019,1,12,-3.1083,5,280.95,277.54,280.95,1012,79,0.45,37,95,6,Rain,light rain
2019,1,12,-3.0083,6,280.48,277.44,280.48,1012,81,0.45,286,97,5,Clouds,overcast clouds
2019,1,12,-2.4383,7,280.05,277.02,280.05,1012,81,0.45,37,96,5,Clouds,overcast clouds
2019,1,12,-2.1433,8,279.9,276.87,279.9,1012,81,0.89,37,95,5,Clouds,overcast clouds
2019,1,12,-1.95,9,279.57,276.73,279.57,1012,82,0.45,16,85,5,Clouds,overcast clouds
